name,description,homepage_url,project,repo_url,logo,twitter,crunchbase,chat_channel,accepted,dev_stats_url,artwork_url,stack_overflow_url,blog_url,mailing_list_url,slack_url,gitter_url,youtube_url
Open Policy Agent (OPA),"An open source, general-purpose policy engine.",https://www.openpolicyagent.org/,graduated,https://github.com/open-policy-agent/opa,opa.svg,https://twitter.com/openpolicyagent,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-03-29,https://opa.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#opa-logos,https://github.com/cncf/artwork/blob/master/examples/incubating.md#opa-logos,https://blog.openpolicyagent.org/,,http://slack.openpolicyagent.org/,,
Prometheus,The Prometheus monitoring system and time series database.,https://prometheus.io/,graduated,https://github.com/prometheus/prometheus,prometheus.svg,https://twitter.com/PrometheusIO,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2016-05-09,https://prometheus.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/graduated.md#prometheus-logos,https://stackoverflow.com/questions/tagged/prometheus,https://prometheus.io/blog/,https://prometheus.io/community/,,,https://www.youtube.com/channel/UC4pLFely0-Odea4B2NL1nWA
Rook,Storage Orchestration for Kubernetes,https://rook.io/,graduated,https://github.com/rook/rook,rook.svg,https://twitter.com/rook_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-01-29,https://rook.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#rook-logos,https://stackoverflow.com/questions/tagged/rook,https://blog.rook.io/,,https://rook-io.slack.com/,,
The Update Framework (TUF),Python reference implementation of The Update Framework (TUF),https://theupdateframework.github.io/,graduated,https://github.com/theupdateframework/python-tuf,the-update-framework-tuf.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2017-10-24,https://tuf.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#tuf-logos,https://stackoverflow.com/questions/tagged/the-update-framework,,https://groups.google.com/forum/?fromgroups#!forum/theupdateframework,,,
TiKV,"A distributed transactional key-value database. Based on the design of Google Spanner and HBase, but simpler to manage and without dependencies on any distributed filesystem",https://tikv.org,graduated,https://github.com/tikv/tikv,tikv.svg,https://twitter.com/tikvproject,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-08-28,https://tikv.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#tikv-logos,https://stackoverflow.com/questions/tagged/tikv,https://tikv.org/blog/,https://tikv.org/community/community/,,,https://www.youtube.com/channel/UCXyuUR4qEm0HLDniz46k6sg
Vitess,Vitess is a database clustering system for horizontal scaling of MySQL.,https://vitess.io/,graduated,https://github.com/vitessio/vitess,vitess.svg,https://twitter.com/vitessio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-02-05,https://vitess.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#vitess-logos,https://stackoverflow.com/questions/tagged/vitess,http://blog.vitess.io/,https://groups.google.com/forum/#!forum/vitess,,,
Argo,Workflow engine for Kubernetes,https://argoproj.github.io/,incubating,https://github.com/argoproj/argo-workflows,argo.svg,https://twitter.com/argoproj,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-04-07,https://argo.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/argo,https://stackoverflow.com/questions/tagged/argoproj+or+argo,https://blog.argoproj.io/,,https://argoproj.slack.com/,,https://www.youtube.com/channel/UCOvYmppcbOPm1viN6ust3lA
Backstage,Backstage is an open platform for building developer portals,https://backstage.io/,incubating,https://github.com/backstage/backstage,backstage.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-09-08,https://backstage.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/backstage,,,,,,
Buildpacks,CLI for building apps using Cloud Native Buildpacks,https://buildpacks.io/,incubating,https://github.com/buildpacks/pack,buildpacks.svg,https://twitter.com/buildpacks_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-10-03,https://buildpacks.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#buildpacks-logos,,,,,,
Chaos Mesh,A Chaos Engineering Platform for Kubernetes.,https://chaos-mesh.org/,incubating,https://github.com/chaos-mesh/chaos-mesh,chaos-mesh.svg,https://twitter.com/chaos_mesh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-07-14,https://chaosmesh.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#chaos-mesh-logos,,https://chaos-mesh.org/blog/,,https://join.slack.com/t/cloud-native/shared_invite/zt-fyy3b8up-qHeDNVqbz1j8HDY6g1cY4w,,https://www.youtube.com/channel/UC4OwT4QTd0ML3YNnV1ybT6g
Cilium,"eBPF-based Networking, Security, and Observability",https://cilium.io/,incubating,https://github.com/cilium/cilium,cilium.svg,https://twitter.com/ciliumproject,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-10-13,https://cilium.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#cilium-logos,https://stackoverflow.com/questions/tagged/cilium,,,https://cilium.herokuapp.com/,,
CloudEvents,CloudEvents Specification,https://cloudevents.io/,incubating,https://github.com/cloudevents/spec,cloud-events.svg,https://twitter.com/cloudeventsio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-05-22,https://cloudevents.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#cloudevents-logos,https://stackoverflow.com/questions/tagged/cloudevents,,,https://cloud-native.slack.com/messages/cloudevents,,
Container Network Interface (CNI),Container Network Interface - networking for Linux containers,https://www.cni.dev/,incubating,https://github.com/containernetworking/cni,container-network-interface-cni.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2017-05-23,https://cni.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#cni-logos,https://stackoverflow.com/questions/tagged/cni,,https://groups.google.com/forum/#!forum/cni-dev,https://containernetworking.slack.com/,,
Contour,Contour is a Kubernetes ingress controller using Envoy proxy.,https://projectcontour.io,incubating,https://github.com/projectcontour/contour,project-contour.svg,https://twitter.com/projectcontour,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-07-07,https://contour.devstats.cncf.io/,,,,,,,
Cortex,"A horizontally scalable, highly available, multi-tenant, long term Prometheus.",https://cortexmetrics.io/,incubating,https://github.com/cortexproject/cortex,cortex.svg,https://twitter.com/cortexmetrics,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-09-20,https://cortex.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#cortex-logos,,,,https://cloud-native.slack.com/messages/cortex/,,
CRI-O,Open Container Initiative-based implementation of Kubernetes Container Runtime Interface,https://cri-o.io/,incubating,https://github.com/cri-o/cri-o,cri-o.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-04-08,https://crio.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#cri-o-logos,https://stackoverflow.com/questions/tagged/cri-o,https://medium.com/cri-o,,https://kubernetes.slack.com/messages/CAZH62UR1,,
Crossplane,Cloud Native Control Planes,https://crossplane.io/,incubating,https://github.com/crossplane/crossplane,crossplane.svg,https://twitter.com/crossplane_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://crossplane.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#crossplane,,,,,,https://www.youtube.com/channel/UC19FgzMBMqBro361HbE46Fw
CubeFS,CubeFS is a cloud native distributed storage platform. ,https://cubefs.io/,incubating,https://github.com/cubeFS/cubefs,cubefs.svg,https://twitter.com/ChubaoFS,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-12-17,https://chubaofs.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#cubefs-logos,,,,https://cubefs.slack.com/,,
Dapr,"Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.",https://dapr.io,incubating,https://github.com/dapr/dapr,dapr.svg,https://twitter.com/DaprDev,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-11-03,https://dapr.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#dapr-logos,,https://blog.dapr.io/posts,,https://discord.com/invite/ptHhX6jc34,,
Dragonfly,"Dragonfly is an intelligent P2P based image and file distribution system, it also provides a variety of enterprise-level (efficiency, stability, safety, low-cost) product features.",https://d7y.io/,incubating,https://github.com/dragonflyoss/Dragonfly2,dragonfly.svg,https://twitter.com/dragonfly_oss,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-11-15,https://dragonfly.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#dragonfly-logos,,,https://groups.google.com/g/dragonfly-developers,https://cloud-native.slack.com/messages/dragonfly/,,
Emissary-Ingress,open source Kubernetes-native API gateway for microservices built on the Envoy Proxy,https://www.getambassador.io/,incubating,https://github.com/emissary-ingress/emissary,emissary-ingress.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-03-26,https://emissaryingress.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/emissary-ingress,,,,,,
Falco,Cloud Native Runtime Security,https://falco.org/,incubating,https://github.com/falcosecurity/falco,falco.svg,https://twitter.com/falco_org,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-10-10,https://falco.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#falco-logos,,,,https://kubernetes.slack.com/messages/falco,,
Flux,Open and extensible continuous delivery solution for Kubernetes. Powered by GitOps Toolkit.,https://fluxcd.io/,incubating,https://github.com/fluxcd/flux2,flux.svg,https://twitter.com/fluxcd,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-07-15,https://flux.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#flux-logos,,https://fluxcd.io/blog/,https://github.com/fluxcd/flux2/discussions,https://cloud-native.slack.com/messages/flux,,https://www.youtube.com/channel/UCoZxt-YMhGHb20ZkvcCc5KA
gRPC,"The C based gRPC (C++, Python, Ruby, Objective-C, PHP, C#)",https://grpc.io/,incubating,https://github.com/grpc/grpc,grpc.svg,https://twitter.com/grpcio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2017-02-16,https://grpc.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#grpc-logos,https://stackoverflow.com/questions/tagged/grpc,http://www.grpc.io/blog/,,,https://gitter.im/grpc/grpc,https://www.youtube.com/channel/UCrnk1HWelWnYtF78YZX80fg
Hubble,"Hubble - Network, Service & Security Observability for Kubernetes using eBPF",https://github.com/cilium/hubble,incubating,https://github.com/cilium/hubble,hubble(rgb).svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
in-toto,in-toto is a framework to protect supply chain integrity.,https://in-toto.io,incubating,https://github.com/in-toto/in-toto,in-toto.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-08-21,https://intoto.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#in-toto-logos,,,,https://cloud-native.slack.com/messages/in-toto,,
Keda, KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes ,https://keda.sh/,incubating,https://github.com/kedacore/keda,keda.svg,https://twitter.com/kedaorg,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-03-09,https://keda.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#keda-logos,,https://keda.sh/blog,,https://kubernetes.slack.com/archives/CKZJ36A5D,,https://www.youtube.com/playlist?list=PLvjRi5R9GQfASIcL4MLTfg2ZOoBdIi5Kq
Keptn,Cloud-native application life-cycle orchestration. Keptn automates your SLO-driven multi-stage delivery and operations & remediation of your applications.,https://www.keptn.sh,incubating,https://github.com/keptn/keptn,keptn.svg,https://twitter.com/keptnproject,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://keptn.devstats.cncf.io/,,,,,,,https://www.youtube.com/channel/UCHMn9HyAMeb81bRlaOuZyuQ
Knative,"Knative is a developer-focused serverless application layer which is a great complement to the existing Kubernetes application constructs. Knative consists of two components: an HTTP-triggered autoscaling container runtime called “Knative Serving”, and a CloudEvents-over-HTTP asynchronous routing layer called “Knative Eventing”.",https://knative.dev,incubating,https://github.com/knative/serving,knative.svg,https://twitter.com/KnativeProject,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2022-03-02,https://knative.teststats.cncf.io/,https://github.com/knative/docs/tree/main/docs/images/logo,https://stackoverflow.com/questions/tagged/knative,,https://groups.google.com/d/forum/knative-users,https://slack.knative.dev,,https://www.youtube.com/c/KnativeProject
KubeEdge,Kubernetes Native Edge Computing Framework (project under CNCF),https://kubeedge.io/en/,incubating,https://github.com/kubeedge/kubeedge,kube-edge.svg,https://twitter.com/KubeEdge,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-03-18,https://kubeedge.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubeedge-logos,,,https://groups.google.com/forum/#!forum/kubeedge,https://kubeedge.slack.com/,,
KubeVirt,Kubernetes Virtualization API and runtime in order to define and manage virtual machines.,https://kubevirt.io/,incubating,https://github.com/kubevirt/kubevirt,kube-virt.svg,https://twitter.com/kubevirt,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-09-09,https://kubevirt.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#kubevirt-logos,,,,,,https://www.youtube.com/channel/UC2FH36TbZizw25pVT1P3C3g
Kyverno,Kubernetes Native Policy Management,https://kyverno.io/,incubating,https://github.com/kyverno/kyverno,kyverno.svg,https://twitter.com/kyverno,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-11-10,https://kyverno.devstats.cncf.io/,,,,,https://app.slack.com/client/T09NY5SBT/CLGR9BJU9,,
Litmus,Litmus helps  SREs and developers practice chaos engineering in a Cloud-native way. Chaos experiments are published at the ChaosHub  (https://hub.litmuschaos.io). Community notes is at https://hackmd.io/a4Zu_sH4TZGeih-xCimi3Q,https://litmuschaos.io/,incubating,https://github.com/litmuschaos/litmus,litmus.svg,https://twitter.com/litmuschaos,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://litmuschaos.devstats.cncf.io/,,,,,https://kubernetes.slack.com/messages/CNXNB0ZTN,,https://www.youtube.com/channel/UCa57PMqmz_j0wnteRa9nCaw
Longhorn,Cloud-Native distributed storage built on and for Kubernetes,https://longhorn.io/,incubating,https://github.com/longhorn/longhorn,longhorn.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-10-11,https://longhorn.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#longhorn-logos,,,,,,
NATS,"High-Performance server for NATS.io, the cloud and edge native messaging system.",https://nats.io/,incubating,https://github.com/nats-io/nats-server,nats.svg,https://twitter.com/nats_io,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-03-15,https://nats.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#nats-logos,https://stackoverflow.com/questions/tagged/nats.io,,https://nats.io/blog/,https://natsio.slack.com/join/shared_invite/enQtMzE2NDkxNDI2NTE1LTc5ZDEzYTkwYWZkYWQ5YjY1MzBjMWZmYzA5OGQxMzlkMGQzMjYxNGM3MWYxMjNiYmNjNzIwMTVjMWE2ZDgxZGM,,
Notary,Notary is a project that allows anyone to have trust over arbitrary collections of data,https://notaryproject.dev/,incubating,https://github.com/notaryproject/notary,notary.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2017-10-24,https://notary.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/incubating.md#notary-logos,https://stackoverflow.com/questions/tagged/notary,,,,,
OpenMetrics,Evolving the Prometheus exposition format into a standard.,https://openmetrics.io/,incubating,https://github.com/OpenObservability/OpenMetrics,openmetrics.svg,https://twitter.com/OpenMetricsIO,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-08-10,https://openmetrics.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#openmetrics-logos,,,,https://cloud-native.slack.com/messages/openmetrics,,
OpenTelemetry,OpenTelemetry community content,https://opentelemetry.io/,incubating,https://github.com/open-telemetry/community,open-telemetry.svg,https://twitter.com/opentelemetry,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-05-17,https://opentelemetry.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#opentelemetry-logos,,,,https://cloud-native.slack.com/messages/opentelemetry,https://gitter.im/open-telemetry/community,
Operator Framework,"SDK for building Kubernetes applications. Provides high level APIs, useful abstractions, and project scaffolding.",https://www.redhat.com/en/technologies/cloud-computing/openshift/what-are-openshift-operators,incubating,https://github.com/operator-framework/operator-sdk,operator-framework.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-07-09,https://operatorframework.devstats.cncf.io/,,,,,,,https://www.youtube.com/channel/UCxRfXpCVxnotoSGxEpB1hwA
SPIFFE,The SPIFFE Project,https://spiffe.io/,incubating,https://github.com/spiffe/spiffe,spiffe.svg,https://twitter.com/spiffeio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-03-29,https://spiffe.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#spiffe-logos,,https://blog.spiffe.io/,https://groups.google.com/a/spiffe.io/forum/#!forum/announce,https://slack.spiffe.io/,,
SPIRE,The SPIFFE Runtime Environment,https://spiffe.io/spire/,incubating,https://github.com/spiffe/spire,spire.svg,https://twitter.com/spiffeio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2018-03-29,https://spire.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#spire-logos,,,,,,
Thanos,Highly available Prometheus setup with long term storage capabilities. A CNCF Incubating project.,https://thanos.io/,incubating,https://github.com/thanos-io/thanos,thanos.svg,https://twitter.com/ThanosMetrics,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-07-20,https://thanos.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#thanos-logos,,,,https://cloud-native.slack.com/messages/CK5RSSC10,,
Volcano,A Cloud Native Batch System (Project under CNCF),https://volcano.sh/,incubating,https://github.com/volcano-sh/volcano,volcano.svg,https://twitter.com/volcano_sh,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-04-10,https://volcano.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#volcano,,,,,,
Aeraki Mesh,Aeraki Mesh allows you to manage any layer-7 traffic in a service mesh,https://www.aeraki.net/,sandbox,https://github.com/aeraki-mesh/aeraki,aeraki-mesh.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,https://aerakimesh.devstats.cncf.io/,,,https://www.aeraki.net/blog/,,https://cloud-native.slack.com/messages/aeraki-mesh,,
Akri,A Kubernetes Resource Interface for the Edge,https://docs.akri.sh,sandbox,https://github.com/project-akri/akri,akri.svg,https://twitter.com/ProjectAkri,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-09-14,https://akri.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#akri-logos,,https://medium.com/akri,,,,
Antrea,Kubernetes networking based on Open vSwitch,https://antrea.io/,sandbox,https://github.com/antrea-io/antrea,antrea.svg,https://twitter.com/projectantrea,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
Artifact Hub,"Find, install and publish Kubernetes packages",https://artifacthub.io/,sandbox,https://github.com/artifacthub/hub,artifact-hub.svg,https://twitter.com/cncfartifacthub,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://cnigenie.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#artifact-hub-logos,,,,,,
Athenz,Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic infrastructures,https://www.athenz.io,sandbox,https://github.com/AthenZ/athenz,athenz.svg,https://twitter.com/athenzio,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2021-01-26,https://athenz.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/athenz,,,https://groups.google.com/d/forum/athenz-users,https://join.slack.com/t/athenz/,,
BFE,Open-source layer 7 load balancer derived from proprietary Baidu FrontEnd,https://www.bfe-networks.net,sandbox,https://github.com/bfenetworks/bfe,bfe.svg,https://twitter.com/BfeNetworks,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-06-23,https://bfe.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#bfe-logos,,,,,,
Brigade,Event-driven scripting for Kubernetes,https://brigade.sh/,sandbox,https://github.com/brigadecore/brigade,brigade.svg,https://twitter.com/brigadecore,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2019-03-18,https://brigade.devstats.cncf.io/,https://github.com/cncf/artwork/blob/master/examples/sandbox.md#brigade-logos,,,,https://kubernetes.slack.com/messages/C87MF1RFD,,
CDK for Kubernetes (CDK8s),CDK8s lets you define Kubernetes apps and components using familiar programming languages and object-oriented APIs.,https://cdk8s.io/,sandbox,https://github.com/cdk8s-team/cdk8s,cdk8s.svg,https://twitter.com/CloudNativeFdn,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-11-10,https://cdk8s.devstats.cncf.io/,https://github.com/cncf/artwork/tree/master/projects/cdk8s,,,,,,
cert-manager,Automatically provision and manage TLS certificates in Kubernetes,https://www.jetstack.io/open-source/,sandbox,https://github.com/cert-manager/cert-manager,jetstack-cert-manager.svg,https://twitter.com/JetstackHQ,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,2020-11-10,https://certmanager.devstats.cncf.io/,,,,,,,
Chaosblade,An easy to use and powerful chaos engineering experiment toolkit.（阿里巴巴开源的一款简单易用、功能强大的混沌实验注入工具）,https://chaosblade.io/,sandbox,https://github.com/chaosblade-io/chaosblade,chaosblade.svg,https://twitter.com/ChaosbladeI,https://www.crunchbase.com/organization/cloud-native-computing-foundation,,,,,,,,,,
